Accuracy,AUC-ROC,Precision,Recall,F1-score,TOP-2 Accuracy,TOP-3 Accuracy,TOP-5 Accuracy,TOP-7 Accuracy,TOP-9 Accuracy,TOP-15 Accuracy,TOP-30 Accuracy
0.6292161520190024,0.8572133327995907,0.37670203389379664,0.43009494284317334,0.39099784080006283,0.722486144101346,0.7685669041963579,0.8006334125098971,0.8192399049881235,0.8308788598574822,0.8494853523357087,0.9322248614410135
0.6882026920031671,0.8714234667838415,0.4499205113761993,0.5059480935497114,0.4670077528823695,0.7711797307996833,0.802929532858274,0.8320665083135392,0.8452098178939034,0.8508313539192399,0.8604908946951703,0.9326999208234362
0.7082343626286619,0.8761007226636786,0.46520140027978535,0.5150989936083465,0.4828203584417912,0.7891528107680127,0.820110847189232,0.8474267616785431,0.8537608867775138,0.8557403008709422,0.8644497228820269,0.9377672209026128
0.7117973079968329,0.8804333469080021,0.473117481004927,0.5170824575473211,0.4882292524654711,0.7906571654790182,0.8204275534441805,0.845526524148852,0.8533650039588282,0.8571654790182106,0.8687252573238321,0.9373713380839271
0.7199524940617578,0.8849704294054309,0.4843913665400084,0.529760807443315,0.4996937787880625,0.7992082343626287,0.8342834520981789,0.8593032462391132,0.8659540775930324,0.8684085510688836,0.8787015043547111,0.9380047505938243
0.7226444972288203,0.8873876351378717,0.4870716087589258,0.5330753520718132,0.5034206587808413,0.8030878859857482,0.8362628661916073,0.8596199524940618,0.866825019794141,0.8684877276326207,0.8801266825019795,0.9399841646872525
0.7307205067300079,0.8887087208672552,0.49329800336965196,0.5424677440860454,0.5110969388650446,0.8038796516231196,0.836104513064133,0.8589865399841646,0.8663499604117181,0.8694378463974664,0.884006334125099,0.9414093428345209
0.7326999208234363,0.890760013134291,0.49222811213469964,0.5398035966860537,0.5092311011432246,0.805938242280285,0.8373713380839272,0.8594615993665875,0.8666666666666667,0.8719714964370546,0.8912114014251782,0.9438638163103721
0.7469517022961204,0.901965037304696,0.5179858476743415,0.545315196824297,0.5250239550576109,0.8317498020585906,0.8680918448139351,0.8924782264449723,0.9014251781472684,0.9051464766429137,0.9137767220902613,0.9471100554235946
0.747347585114806,0.9062294623898844,0.5224772869950353,0.5466600429305183,0.528232693426174,0.8346001583531275,0.8680918448139351,0.8942201108471892,0.9056215360253365,0.9092636579572446,0.921298495645289,0.9478226444972289
