Accuracy,AUC-ROC,Precision,Recall,F1-score,TOP-2 Accuracy,TOP-3 Accuracy,TOP-5 Accuracy,TOP-7 Accuracy,TOP-9 Accuracy
0.7454981992797118,0.9598317140906428,0.6750348477563681,0.7423581405713885,0.7035486423033643,0.8397358943577431,0.8769507803121248,0.8985594237695078,0.9021608643457383,0.9123649459783914
0.7989195678271308,0.9773813300018044,0.7235332115467403,0.794441652046638,0.755510894692845,0.8643457382953181,0.8865546218487395,0.8991596638655462,0.9033613445378151,0.968187274909964
0.9027611044417767,0.9929405086070632,0.9041474292619277,0.9020205299677292,0.9018663473296066,0.9633853541416567,0.9813925570228091,0.9957983193277311,1.0,1.0
0.9177671068427371,0.9949190139658924,0.9187075408376935,0.9177501099108287,0.9169178012554899,0.9675870348139256,0.9849939975990396,0.996998799519808,0.9993997599039616,1.0
0.9279711884753902,0.9959112884293897,0.9280211316275521,0.9270197685295944,0.9271616504667589,0.9723889555822329,0.9885954381752701,0.9981992797118847,1.0,1.0
0.9327731092436975,0.9964075714540358,0.932706513874616,0.932594804935807,0.9320237791090387,0.9711884753901561,0.9903961584633854,0.9975990396158463,1.0,1.0
0.9369747899159664,0.9968386273469114,0.936861276776814,0.9362089671151855,0.9362440110316814,0.9795918367346939,0.9921968787515006,0.9981992797118847,1.0,1.0
0.9375750300120048,0.9970821904018822,0.9371941456091462,0.9372740878594852,0.93684867630321,0.9771908763505402,0.9921968787515006,0.9987995198079231,1.0,1.0
0.9381752701080432,0.9972178625653552,0.9388349656563122,0.9376600204490246,0.9377566468226675,0.9777911164465787,0.9909963985594238,0.9987995198079231,1.0,1.0
0.9423769507803121,0.9974566748233648,0.9420746222466849,0.94183882207315,0.9416775268817152,0.982593037214886,0.9921968787515006,0.9981992797118847,1.0,1.0
