Accuracy,AUC-ROC,Precision,Recall,F1-score,TOP-2 Accuracy,TOP-3 Accuracy,TOP-5 Accuracy,TOP-7 Accuracy,TOP-9 Accuracy,TOP-15 Accuracy,TOP-30 Accuracy
0.6048297703879651,0.8235737235890561,0.3242867354128907,0.3585229751430459,0.31790297121480154,0.689311163895487,0.7277117973079968,0.7631037212984957,0.779255740300871,0.7865399841646873,0.815360253365004,0.942596991290578
0.6578780680918448,0.8442423368909273,0.3809013102338089,0.43257152883442057,0.3913175619406434,0.7405384006334125,0.777513855898654,0.8021377672209026,0.8163895486935867,0.8220902612826604,0.8411718131433096,0.9401425178147268
0.6789390340459224,0.8605408828832606,0.4061797041561871,0.457562479070568,0.42038726248820185,0.7593824228028504,0.7919239904988123,0.8161520190023753,0.8237529691211402,0.8298495645288995,0.8522565320665083,0.9407759303246239
0.7038796516231196,0.8882340139265016,0.4638302068508502,0.5058773546978805,0.4788648862622213,0.788756927949327,0.8272367379255741,0.864528899445764,0.8797307996832937,0.8853523357086303,0.8893111638954869,0.9403008709422012
0.7262074425969913,0.894427873187083,0.4867418984097845,0.5317845573798556,0.5023445202182069,0.8134600158353128,0.8487727632620744,0.8724465558194774,0.8817102137767221,0.8859065716547901,0.8890736342042755,0.9420427553444181
0.7400633412509897,0.8972765068276692,0.504598775643535,0.5567468949336999,0.5226975518750586,0.8233570863024545,0.8547110055423595,0.876326207442597,0.8833729216152019,0.8864608076009501,0.8923198733174981,0.9428345209817894
0.753206650831354,0.905050784260279,0.528726323237029,0.5788331833036079,0.5443504598641965,0.8342834520981789,0.8663499604117181,0.8869358669833729,0.8946159936658749,0.8978622327790974,0.9012668250197942,0.9441013460015836
0.7617577197149644,0.9072510519629138,0.533925867759099,0.5891418650442918,0.5536014508988205,0.8396674584323041,0.8695170229612035,0.8892319873317498,0.8957244655581947,0.898258115597783,0.9049881235154394,0.9460807600950119
0.763895486935867,0.9082684337619191,0.5383824448557476,0.591130865717064,0.5576294035634423,0.8409342834520982,0.8705463182897862,0.8896278701504354,0.8959619952494062,0.8990498812351544,0.9041963578780681,0.9499604117181314
0.7631828978622328,0.9081839549015992,0.5403545937233487,0.5900496518517246,0.5558598105620735,0.8410134600158353,0.869200316706255,0.8895486935866983,0.8966745843230404,0.8995249406175772,0.9051464766429137,0.950910530482977
