Accuracy,AUC-ROC,Precision,Recall,F1-score,TOP-2 Accuracy,TOP-3 Accuracy,TOP-5 Accuracy,TOP-7 Accuracy,TOP-9 Accuracy
0.8487394957983193,0.9867691769268636,0.8487051700276178,0.8486653199624847,0.8483177804373833,0.9441776710684273,0.9699879951980792,0.992797118847539,0.9987995198079231,1.0
0.8769507803121248,0.9902737795104574,0.8770155052864294,0.876917249837674,0.876813401907954,0.9591836734693877,0.9777911164465787,0.996998799519808,1.0,1.0
0.8793517406962785,0.9917296393317802,0.8791591340043461,0.8792836014717553,0.8787020811968121,0.9621848739495799,0.9837935174069627,0.996998799519808,1.0,1.0
0.89015606242497,0.9920335855044791,0.8911009778321585,0.8901233677223865,0.8901833628433845,0.9615846338535414,0.9849939975990396,0.996998799519808,1.0,1.0
0.8937575030012005,0.9923103521746859,0.895252834552689,0.8937594690137797,0.8939729622109951,0.9657863145258103,0.9843937575030012,0.9957983193277311,1.0,1.0
0.8931572629051621,0.9929164601420163,0.8934473471086332,0.8931173796984346,0.8931298327564718,0.9651860744297719,0.9843937575030012,0.996998799519808,1.0,1.0
0.8949579831932774,0.9932803272564124,0.895401314446343,0.894935430344131,0.8947581210111192,0.9687875150060024,0.9879951980792316,0.9975990396158463,1.0,1.0
0.8961584633853541,0.9929267080627456,0.8975766152616365,0.896165500324652,0.8963993934748655,0.9687875150060024,0.9873949579831933,0.9981992797118847,0.9993997599039616,1.0
0.9033613445378151,0.993308552173876,0.9034071000617787,0.903329485607099,0.9031972713185417,0.9699879951980792,0.9879951980792316,0.9957983193277311,1.0,1.0
0.9009603841536614,0.9936406212917294,0.9014825003022169,0.9009198470528821,0.9009447545727461,0.9675870348139256,0.9849939975990396,0.9951980792316927,0.9993997599039616,1.0
